Encuesta de Población Activa
Parados
Parados por nivel de formación alcanzado, sexo y comunidad autónoma. Valores absolutos
Unidades: Miles Personas

;Total;;;;;;;;;;;;Analfabetos;;;;;;;;;;;;Estudios primarios incompletos;;;;;;;;;;;;Educación primaria;;;;;;;;;;;;Primera etapa de educación secundaria y similar;;;;;;;;;;;;Segunda etapa de educación secundaria, con orientación general;;;;;;;;;;;;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);;;;;;;;;;;;Educación superior;;;;;;;;;;;;
        Castilla - La Mancha;219.0;221.8;235.3;250.3;246.8;245.0;266.6;284.5;283.1;285.4;288.2;306.6;2.6;1.9;4.1;1.3;1.2;1.3;1.8;0.5;1.6;1.0;2.7;3.2;6.7;8.4;8.2;8.8;6.7;7.1;7.0;6.7;10.6;11.2;13.7;12.9;29.1;31.2;28.3;31.9;28.1;27.4;31.9;34.6;34.7;35.7;37.9;43.0;91.1;94.7;104.7;116.8;119.5;107.1;118.2;126.0;117.6;116.7;117.1;127.6;26.7;22.3;27.1;27.6;25.3;27.2;30.3;34.1;31.7;35.8;35.3;36.0;20.8;19.7;21.3;22.3;27.3;23.6;27.0;28.5;29.2;26.0;26.8;28.2;41.9;43.6;41.6;41.6;38.8;51.2;50.4;54.0;57.6;59.1;54.8;55.8;
        Cataluña;558.5;552.5;603.6;660.0;668.6;659.6;726.2;758.0;756.5;726.1;770.4;840.2;2.9;5.5;4.5;3.6;3.7;2.8;4.5;7.8;8.7;7.0;5.5;7.0;11.0;11.0;11.6;16.1;15.3;22.7;23.2;24.1;17.3;19.0;16.4;19.0;72.1;74.3;65.4;88.6;87.2;83.6;87.7;85.2;95.0;98.7;110.8;124.8;212.7;196.1;231.1;245.8;247.5;241.0;285.8;292.8;290.0;278.6;296.7;315.0;72.4;77.9;88.9;82.1;86.2;94.6;87.9;97.8;95.1;95.5;91.9;105.8;54.6;59.0;68.9;82.1;75.6;73.0;74.4;77.1;73.7;73.8;78.6;78.4;132.8;128.7;133.2;141.7;153.2;141.8;162.7;173.2;176.8;153.4;170.5;190.0;
        Comunitat Valenciana;467.4;490.5;519.6;529.0;520.4;542.6;558.4;588.8;569.4;614.1;640.8;683.1;2.4;3.5;2.5;1.3;1.6;1.7;1.0;1.6;3.9;1.6;3.7;5.4;8.5;5.3;6.1;9.1;10.1;9.1;6.0;7.4;5.4;7.1;12.9;14.6;26.8;34.5;40.4;43.0;51.5;49.1;53.6;60.0;55.2;64.8;71.2;74.5;190.1;214.1;229.9;227.2;216.5;228.9;240.6;251.9;226.1;265.2;248.0;262.0;67.5;63.1;71.1;68.0;57.1;72.1;79.0;80.5;81.6;80.9;92.4;102.7;57.3;61.9;63.2;70.4;70.4;68.3;61.2;64.0;61.2;62.1;73.7;81.2;114.8;108.2;106.4;110.1;113.3;113.6;117.0;123.3;136.0;132.3;138.8;142.7;
        Extremadura;141.3;128.2;135.3;147.0;140.5;144.4;149.1;151.7;151.8;140.3;147.7;160.7;..;0.9;0.7;1.1;1.2;1.4;2.4;1.3;1.8;0.5;0.9;2.0;2.4;4.3;3.0;3.2;3.3;4.9;4.5;6.3;4.9;5.3;5.1;4.4;16.8;16.4;15.3;20.4;18.7;16.4;15.2;12.8;10.0;12.2;12.6;17.0;75.0;61.1;67.7;72.5;70.3;73.2;75.9;77.9;84.0;71.4;81.9;88.4;9.0;9.4;11.1;10.4;10.9;10.2;10.1;11.2;10.5;11.4;12.9;12.0;12.1;12.3;13.6;14.8;12.2;12.7;14.7;14.9;12.5;10.5;8.8;9.2;26.0;23.9;23.8;24.5;23.8;25.7;26.2;27.3;28.2;29.2;25.5;27.7;
        Galicia;204.2;206.7;222.9;227.9;222.7;222.8;252.5;275.7;263.8;258.3;284.3;296.9;0.7;0.6;1.2;1.1;0.7;0.6;0.9;1.1;0.4;0.6;0.8;0.4;3.7;4.2;3.5;3.7;3.9;3.1;4.1;4.3;4.1;3.3;1.4;2.3;17.1;18.7;21.9;21.1;15.9;18.8;18.7;20.9;21.0;19.0;22.8;21.7;79.8;81.6;88.8;87.7;89.5;84.9;106.8;116.0;112.3;114.9;128.5;135.3;22.9;23.1;23.9;25.1;25.7;24.5;28.0;29.0;27.4;30.5;30.6;28.2;21.3;19.4;23.4;26.8;22.9;20.2;24.5;29.9;29.3;24.5;27.5;33.3;58.7;59.2;60.3;62.4;64.1;70.8;69.5;74.6;69.3;65.4;72.7;75.7;
        Madrid, Comunidad de;489.1;507.4;549.2;569.4;562.8;545.3;602.5;602.8;612.3;583.6;631.8;677.0;5.0;0.6;0.6;2.2;2.7;2.1;8.5;5.3;1.5;0.9;5.4;4.4;4.9;5.1;8.5;7.6;11.9;12.3;20.5;11.6;13.5;9.7;10.8;10.9;40.2;46.1;49.3;55.2;44.5;45.6;41.0;41.2;40.3;35.1;43.5;45.9;151.7;155.3;174.2;182.9;184.6;167.9;190.9;188.4;172.5;175.5;190.0;194.0;100.1;111.0;111.2;105.8;115.0;94.1;117.4;130.5;163.0;127.3;140.5;151.9;34.6;32.2;44.8;45.4;42.6;38.4;39.1;57.5;52.4;45.1;54.8;47.6;152.6;157.1;160.5;170.2;161.4;184.8;185.1;168.4;169.1;189.9;186.9;222.3;
        Murcia, Región de;130.5;139.0;131.2;153.8;164.9;164.4;175.9;186.9;196.9;188.9;181.6;200.5;2.9;4.7;3.6;1.9;4.7;4.8;2.9;4.2;2.7;2.4;2.6;2.8;3.7;1.9;4.7;3.4;4.3;5.8;3.5;3.6;2.9;6.3;5.4;6.8;13.2;15.8;17.4;24.6;21.9;20.3;25.0;27.9;29.9;27.3;23.6;28.0;61.3;61.3;58.1;62.0;68.8;60.7;71.4;81.2;82.1;77.3;74.6;73.9;14.9;13.7;14.0;18.7;18.7;23.4;26.0;19.0;22.1;21.9;23.2;28.0;14.8;15.8;10.8;17.7;17.5;17.5;22.2;23.5;22.6;21.3;20.2;23.8;19.7;25.8;22.5;25.4;28.8;31.8;24.9;27.6;34.4;32.4;31.9;37.2;
        Navarra, Comunidad Foral de;30.8;38.4;39.6;43.7;41.4;41.9;38.4;47.9;46.4;46.2;49.5;53.8;1.5;1.0;1.1;1.6;..;..;..;..;0.3;0.5;0.5;0.4;0.7;2.0;0.9;0.8;1.3;0.6;1.5;1.9;1.3;1.0;2.1;0.8;1.2;2.5;2.8;3.9;3.2;3.4;2.3;3.6;2.9;3.8;4.5;5.8;10.2;11.5;12.8;13.2;15.0;11.2;11.8;15.9;17.0;17.7;14.7;18.2;2.9;4.5;8.3;9.1;7.0;7.8;5.2;7.4;7.8;6.9;7.8;8.6;4.5;5.3;5.5;6.0;5.0;6.8;5.8;5.9;4.9;4.2;6.8;7.1;9.9;11.7;8.2;9.1;9.8;12.3;11.7;13.4;12.1;12.1;13.2;12.8;
        País Vasco;126.2;133.3;128.7;131.6;132.5;139.7;164.4;171.2;174.1;155.0;167.5;178.9;0.9;0.7;0.6;..;1.0;0.4;..;0.6;0.7;0.8;..;..;1.0;0.8;1.5;0.9;1.7;1.6;1.6;1.4;1.3;0.6;1.1;1.1;6.7;5.7;5.7;7.2;6.3;7.9;9.1;10.0;12.7;12.1;13.0;13.8;46.5;43.3;43.5;44.8;46.0;47.8;58.4;60.4;57.8;48.8;57.3;60.9;16.4;17.9;17.0;17.7;15.7;14.0;23.5;20.5;20.6;19.0;22.4;20.0;10.6;15.5;17.3;16.4;15.8;17.6;22.3;23.9;22.9;17.4;22.3;26.2;44.1;49.4;43.0;44.8;46.0;50.4;49.4;54.4;58.0;56.4;51.5;56.8;
        Rioja, La;16.6;20.8;23.8;21.9;21.5;20.7;25.6;27.1;26.4;29.1;27.8;30.5;..;0.2;0.2;0.1;0.2;0.3;0.2;0.2;0.1;0.5;0.4;0.3;0.3;0.3;..;0.7;0.6;..;0.3;..;0.1;0.4;0.2;0.5;1.8;2.1;2.6;2.1;1.9;1.8;2.5;3.0;2.2;3.2;3.0;3.0;5.5;7.6;10.6;9.3;7.3;7.5;9.6;10.5;9.5;11.1;10.1;11.9;2.4;2.6;2.2;2.9;3.9;4.4;4.7;4.0;4.1;3.6;4.1;4.2;1.5;2.2;1.4;1.8;1.6;1.9;2.3;2.0;3.6;2.7;3.6;3.8;5.1;5.9;6.7;4.9;6.1;4.7;6.1;7.5;6.8;7.6;6.3;6.7;
        Ceuta;8.0;9.1;10.0;10.0;8.4;12.0;8.9;11.7;12.8;12.4;11.7;11.6;0.4;0.1;0.2;0.1;0.2;0.1;0.3;0.3;0.1;0.2;..;0.5;0.4;0.6;0.6;0.9;0.6;1.0;0.9;0.5;0.4;0.6;1.1;0.9;2.1;1.8;2.6;2.1;1.5;2.0;1.5;2.2;1.9;1.0;1.7;1.8;3.0;4.0;3.8;3.6;2.9;4.2;3.6;5.8;7.0;6.3;6.0;5.7;0.5;0.4;0.5;0.6;0.9;1.1;0.8;1.1;1.5;2.0;0.8;1.1;0.5;0.8;0.7;0.9;0.9;1.0;0.8;0.6;0.3;0.5;0.7;0.4;1.1;1.5;1.5;1.7;1.5;2.6;1.0;1.2;1.7;1.8;1.4;1.3;
        Melilla;10.2;11.6;12.2;10.8;11.3;11.3;13.0;12.7;10.1;10.2;9.9;8.3;0.3;0.2;0.3;0.3;0.3;..;..;0.3;..;..;0.3;0.4;1.1;0.9;1.4;1.2;1.5;1.6;2.2;1.6;1.2;1.8;2.1;1.8;2.1;1.8;2.0;2.8;2.4;2.3;1.8;2.3;1.5;0.8;1.6;1.0;2.8;3.4;3.2;2.9;2.8;3.0;3.7;3.6;3.3;3.5;3.4;2.7;1.6;2.0;2.5;0.7;1.5;2.1;2.2;2.2;1.7;1.6;1.5;0.5;0.3;0.4;0.7;0.9;0.7;0.9;1.2;1.0;1.0;1.1;0.6;0.7;2.0;2.8;2.2;2.0;2.2;1.4;1.9;1.7;1.5;1.3;0.5;1.2;
    Hombres;
        Nacional;2095.1;2129.4;2249.6;2378.0;2387.6;2458.8;2588.5;2802.3;2823.7;2793.5;2932.2;3116.6;12.8;11.5;13.9;13.2;13.0;17.0;20.2;23.0;22.3;23.6;27.2;29.0;63.0;70.3;74.1;72.5;80.6;98.1;93.4;85.9;95.0;98.3;91.0;91.3;273.4;295.3;294.3;325.5;318.4;318.6;329.6;367.8;381.9;384.2;394.2;438.3;898.0;905.3;967.4;1038.1;1021.3;1043.5;1121.3;1217.0;1167.7;1188.1;1256.9;1320.4;239.3;251.0;289.5;279.7;287.6;306.0;331.4;344.3;359.8;331.0;367.7;396.0;198.0;191.0;202.0;225.0;230.6;223.5;227.6;268.7;256.1;242.1;264.0;264.6;410.7;405.0;408.4;423.9;435.9;452.1;465.2;495.6;540.9;526.3;531.3;576.8;
        Andalucía;561.1;556.9;581.3;587.4;598.0;652.3;635.1;682.8;706.1;729.8;727.7;734.5;4.1;2.7;2.3;1.9;0.7;2.9;3.0;5.9;7.5;11.8;9.2;9.0;28.1;29.8;31.1;28.6;29.0;33.3;31.8;28.5;39.7;41.4;31.0;32.1;86.8;89.3;90.5;93.3;89.5;101.9;100.9;114.1;125.1;128.3;123.9;122.4;250.9;254.7;262.8;271.5;269.9;298.8;297.4;316.2;308.5;318.3;336.6;336.8;42.5;46.3;59.4;53.2;52.5;62.7;57.3;62.8;58.8;61.9;65.0;67.5;55.3;46.0;50.7;49.9;58.8;59.1;54.2;59.7;57.7;59.7;59.1;54.3;93.5;88.0;84.5;88.9;97.6;93.5;90.5;95.6;108.7;108.3;102.8;112.4;
        Aragón;40.3;43.6;43.9;42.3;41.2;43.8;48.1;54.6;54.9;57.1;70.5;76.5;0.1;0.1;0.1;..;0.0;0.9;0.1;0.8;0.9;1.8;0.5;..;1.9;2.0;1.7;1.1;0.6;1.4;2.1;2.2;1.8;2.0;1.0;2.9;7.4;8.1;4.6;3.8;5.9;7.2;6.9;8.7;10.9;11.9;11.5;11.1;10.7;13.3;15.9;17.0;16.0;13.9;15.4;19.1;15.9;16.3;21.7;25.7;5.8;5.0;8.1;9.0;7.4;7.9;10.3;10.9;11.0;11.5;14.1;16.7;4.0;4.4;5.1;3.9;2.7;5.0;4.8;6.3;5.2;5.1;10.2;8.3;10.5;10.8;8.4;7.5;8.5;7.4;8.3;6.7;9.2;8.5;11.4;11.8;
        Asturias, Principado de;35.8;46.8;52.2;48.1;50.6;42.5;51.2;44.1;50.4;46.0;49.8;54.2;..;..;..;0.2;0.2;0.4;0.2;0.4;0.4;..;..;0.2;0.2;..;0.3;..;..;..;0.2;0.2;0.7;0.7;0.7;1.3;4.2;4.6;5.5;6.0;5.7;5.0;6.4;3.6;4.5;4.8;4.2;4.8;12.8;18.2;18.4;17.6;19.7;15.4;20.0;18.7;20.1;18.7;22.7;24.0;3.9;6.4;7.7;4.8;5.3;5.3;6.0;4.8;4.7;3.8;5.6;4.5;4.3;4.5;5.7;3.6;3.5;3.5;4.9;5.2;4.6;5.0;5.1;5.8;10.3;13.1;14.7;15.9;16.2;13.0;13.7;11.3;15.4;13.1;11.4;13.7;
        Balears, Illes;41.2;35.2;40.3;60.5;55.7;53.4;50.9;68.5;63.8;59.9;68.7;86.9;..;..;1.4;1.2;0.6;0.6;1.2;0.6;1.1;1.7;1.6;2.1;1.3;0.7;0.4;1.3;3.1;3.8;2.8;1.9;1.7;2.6;3.4;3.0;2.6;3.7;3.5;3.9;4.1;3.8;3.7;6.4;5.8;6.8;6.8;7.4;22.5;19.3;23.6;33.5;28.5;24.7;21.5;31.5;31.1;28.5;31.1;41.1;6.0;4.2;4.8;6.7;7.0;8.9;9.1;10.2;11.7;8.1;11.7;13.5;2.5;3.3;2.1;6.8;7.4;4.7;6.4;7.3;5.9;4.6;5.2;8.4;6.3;4.0;4.4;7.1;5.0;6.8;6.1;10.6;6.5;7.5;9.0;11.5;
        Canarias;137.1;143.2;149.9;144.0;157.0;157.0;177.0;181.5;178.3;189.8;187.0;193.7;0.2;0.4;0.3;1.2;1.3;3.0;3.7;0.9;0.7;0.7;1.1;1.6;5.2;6.8;5.9;4.4;7.8;9.4;5.4;7.3;7.4;9.3;7.7;7.8;20.4;20.4;24.7;26.4;31.0;23.2;24.8;36.8;35.0;37.6;38.1;39.3;57.2;57.9;59.8;56.1;63.1;62.3;75.8;74.7;67.2;72.6;76.6;78.5;15.6;19.2;17.7;15.3;17.2;17.9;26.0;23.3;21.9;24.8;24.8;26.9;17.0;16.8;18.2;19.1;14.9;17.1;16.7;15.3;16.7;14.2;11.4;12.8;21.6;21.9;23.2;21.5;21.6;24.1;24.7;23.1;29.4;30.6;27.3;26.8;
        Cantabria;18.6;17.9;20.9;27.5;25.3;24.4;23.9;24.6;29.1;30.3;30.2;32.1;0.1;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.4;0.3;0.2;..;0.1;..;..;0.5;1.4;1.2;1.0;0.4;0.6;1.0;1.5;1.6;2.0;2.4;2.0;7.1;6.8;6.9;12.6;13.0;11.6;11.1;12.0;13.4;11.9;11.4;13.3;3.9;2.5;3.5;3.6;3.1;2.4;3.2;2.5;4.3;4.7;3.4;4.1;2.9;1.9;2.2;2.4;2.3;2.8;2.5;1.5;3.0;3.4;4.7;5.9;4.1;5.4;7.0;8.0;6.6;6.4;5.8;6.9;6.8;8.2;8.3;6.8;
        Castilla y León;82.9;74.8;92.7;104.8;93.7;92.3;101.8;115.7;116.0;112.3;129.2;133.3;0.9;0.1;0.4;1.5;1.4;1.4;0.4;1.6;0.5;0.7;1.3;1.9;2.1;2.2;3.8;3.6;2.1;2.3;2.7;2.3;2.5;2.4;1.7;1.6;10.9;11.3;14.4;14.3;12.5;12.1;14.9;16.6;15.3;12.7;15.7;15.5;35.3;30.8;36.6;41.6;40.5;40.0;44.0;47.9;50.0;48.3;56.4;56.1;6.7;7.4;11.3;12.9;8.6;11.1;10.2;12.8;15.3;13.5;14.0;15.0;10.0;7.9;8.8;12.7;10.4;8.1;11.1;13.5;12.2;12.6;14.7;14.8;17.0;15.1;17.4;18.3;18.1;17.4;18.6;20.9;20.2;22.3;25.4;28.3;
        Castilla - La Mancha;104.4;108.9;110.1;120.8;117.5;115.8;125.9;144.4;140.1;146.8;146.7;159.7;1.3;0.4;1.8;0.7;0.9;0.8;0.9;0.4;1.2;0.5;1.2;1.3;3.1;4.1;3.6;5.0;3.4;3.6;2.6;2.8;6.0;6.2;7.4;8.1;18.4;20.8;15.5;17.9;15.8;15.0;19.0;19.5;20.8;20.1;22.9;26.2;46.7;48.2;54.0;58.7;59.6;55.8;62.4;72.3;63.6;68.9;66.4;70.2;10.3;8.7;11.1;11.0;9.2;9.9;12.0;13.7;14.9;15.6;16.2;18.2;7.6;8.5;8.0;10.1;12.5;9.8;10.0;12.3;11.0;10.4;11.1;12.8;17.1;18.2;16.1;17.5;16.0;20.9;19.0;23.3;22.6;25.2;21.5;22.8;
        Cataluña;274.9;275.5;284.2;323.6;329.4;333.9;365.6;398.5;406.3;381.6;408.0;462.7;1.2;1.9;1.7;2.5;1.7;2.0;3.0;5.9;4.4;2.8;3.8;4.3;5.5;7.6;9.6;11.1;10.6;17.6;17.8;17.2;12.8;13.7;10.8;10.7;42.6;46.1;36.9;53.7;50.5;50.6;53.5;48.7;54.7;53.3;62.0;79.6;116.2;106.7;116.1;130.0;132.5;133.4;145.9;164.0;168.5;164.4;174.6;189.7;33.8;35.2;44.5;39.9;44.0;46.9;47.0;50.8;49.9;45.7;44.4;56.4;24.3;25.0;26.2;37.2;31.5;28.7;28.2;37.6;34.5;32.2;37.5;31.3;51.3;53.0;49.4;49.1;58.6;54.9;70.0;74.3;81.5;69.5;74.9;90.6;
        Comunitat Valenciana;226.8;240.9;249.0;270.6;265.4;280.7;292.0;311.6;299.7;327.5;340.8;356.6;0.9;1.2;0.2;..;..;1.0;0.3;..;1.9;0.8;3.3;3.2;3.7;4.3;3.8;5.4;6.4;6.3;4.1;4.3;2.9;2.6;8.9;7.7;16.3;18.7;23.5;25.6;31.7;30.8;32.6;39.8;35.5;40.9;42.5;47.4;109.1;116.4;119.2;136.2;117.7;123.6;133.5;141.2;127.2;148.4;143.0;157.9;28.7;30.6;29.1;29.0;33.2;40.1;41.7;41.4;43.3;42.1;45.0;45.6;24.2;27.2;24.3;28.1;33.3;31.4;26.3;27.1;25.6;28.2;30.9;32.2;43.9;42.5;48.9;46.4;43.2;47.5;53.5;57.8;63.3;64.5;67.2;62.7;
        Extremadura;68.0;62.3;65.6;72.2;66.7;76.3;75.0;74.2;78.1;68.9;77.1;84.9;..;0.3;0.4;0.4;0.2;0.3;1.0;0.7;1.4;0.2;0.4;0.8;1.7;2.9;1.6;1.3;1.8;3.4;2.9;4.0;3.3;3.3;2.9;2.1;10.0;9.9;8.4;11.6;9.7;9.4;7.7;6.7;6.2;6.5;7.2;11.8;38.2;31.7;36.9;39.5;35.9;42.1;41.9;43.8;47.0;39.2;44.6;49.3;4.2;4.8;5.6;5.1;4.1;5.1;4.9;4.4;3.6;3.6;4.3;5.5;5.1;3.3;4.3;6.2;5.1;6.2;7.2;6.0;5.2;3.9;4.0;4.1;8.9;9.4;8.3;8.1;9.8;9.8;9.4;8.7;11.2;12.1;13.5;11.3;
        Galicia;102.7;104.3;113.7;114.6;111.3;110.6;128.8;142.9;138.0;134.9;147.0;158.6;0.5;0.4;0.6;0.8;0.3;0.3;0.7;1.0;0.4;0.3;0.5;0.3;2.0;2.9;1.9;1.5;2.0;1.5;2.0;2.9;3.1;1.7;1.0;1.2;10.1;11.9;14.3;11.8;9.3;11.0;11.3;11.7;11.3;12.0;12.0;12.7;42.3;44.8;50.7;50.4;51.0;47.4;61.7;68.6;65.4;70.1;78.8;82.0;10.4;11.0;12.7;13.0;13.0;13.5;14.3;14.9;14.2;13.6;13.6;14.2;11.5;8.7;10.5;12.1;11.1;8.8;11.5;13.8;15.8;12.0;12.9;18.0;26.0;24.5;23.0;24.9;24.7;28.1;27.4;30.0;27.7;25.2;28.1;30.2;
